run, evt, int, seg, x, y, z, e
114126, 2, 1, 9, -19.51,  6.10, 21.06,    2.78
114126, 3, 1, 9, -21.73, 30.21, 13.36,    2.75
114126, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114126, 2, 1, 15, -17.35, -0.22, 27.95,    2.81
114126, 3, 1, 9, -7.27,  1.83, 25.97,   -2.34
114126, 3, 2, 9, -10.03,  0.42, 25.22,    5.35
114142, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114142, 2, 1, 15, -17.88, 23.02, 32.36,    2.77
114142, 3, 1, 9, -15.15, -2.03, 29.07,    2.03
114142, 3, 2, 9, -8.15, -1.16, 29.27,    1.11
114143, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114143, 2, 1, 9, -26.49, 16.39, 18.78,    2.78
114143, 3, 1, 9, -26.26, 11.34, 16.91,    2.77
114143, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114143, 2, 1, 15, -24.10,  9.51, 26.23,    2.80
114143, 3, 1, 15, -8.59,  1.44, 16.73,   -2.23
114143, 3, 2, 15, -6.00,  0.08, 23.48,    7.47
114148, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114148, 2, 1, 9, -18.81,  1.54, 21.36,    2.79
114148, 3, 1, 9, -21.88,  0.90, 16.69,    2.75
114148, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114148, 2, 1, 15, -17.66,  0.06, 24.37,    2.79
114148, 3, 1, 9, -20.94, -1.56, 24.70,    1.82
114148, 3, 2, 9, -4.59,  0.49, 35.85,    1.28
114149, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114149, 2, 1, 15, -17.75,  0.42, 29.88,    2.77
114149, 3, 1, 9, -10.53, -0.12, 22.87,    1.17
114149, 3, 2, 9, -23.01,  4.29, 15.61,    1.64
114150, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114150, 2, 1, 15, -19.28,  0.12, 33.88,    2.79
114150, 3, 1, 15, -9.47, -4.02, 40.55,   -2.67
114150, 3, 2, 15, -6.80, -0.01, 25.04,    7.47
114160, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114160, 2, 1, 9, -8.95,  0.74, 22.85,    2.78
114160, 3, 1, 9, -24.67, 14.91, 23.64,    2.46
114160, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114160, 2, 1, 15, -7.74,  0.69, 28.02,    2.80
114160, 3, 1, 9, 60.74, -3.23, 15.34,   -0.52
114160, 3, 2, 9, -2.67, -4.62, 23.38,    3.29
114161, 1, 1, 9, -26.54, -7.64, 20.35,    2.83
114161, 2, 1, 15, -9.24,  0.88, 34.46,    2.76
114161, 3, 1, 9, -2.21,  1.01, 28.87,   -3.49
114161, 3, 2, 9, -6.00, -0.05, 27.57,    7.47
114125, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114125, 2, 1, 15, -16.97, -4.22, 31.69,    2.79
114125, 3, 1, 15, -22.72,  0.66, 33.20,    2.74
114126, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114126, 2, 1, 9, -19.50,  6.06, 21.06,    2.78
114126, 3, 1, 15, -7.35, -6.01, 12.10,   -2.43
114126, 3, 2, 15, -8.02, -2.05, 24.60,    7.47
114126, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114126, 2, 1, 15, -17.36, -0.09, 27.93,    2.81
114126, 3, 1, 15, -22.19,  1.25, 31.41,    2.74
114142, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114142, 2, 1, 15, -17.84, 23.16, 32.36,    2.77
114142, 3, 1, 15, -22.72, 12.22, 30.97,    2.77
114143, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114143, 2, 1, 9, -26.45, 20.00, 18.78,    2.78
114143, 3, 1, 15, -7.51,  0.80, 28.79,    4.95
114143, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114143, 2, 1, 15, -24.04,  9.57, 26.13,    2.80
114143, 3, 1, 15, -26.86,  0.73, 27.00,    2.81
114148, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114148, 2, 1, 9, -18.80,  1.57, 21.36,    2.79
114148, 3, 1, 15, -7.83,  0.94, 28.93,    4.93
114148, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114148, 2, 1, 15, -17.72, -0.15, 23.63,    2.79
114148, 3, 1, 15, -23.12,  1.40, 33.77,    2.74
114149, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114149, 2, 1, 15, -17.75,  0.43, 29.88,    2.77
114149, 3, 1, 15, -21.84,  0.78, 32.42,    2.74
114150, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114150, 2, 1, 15, -18.90, 14.06, 35.17,    2.78
114150, 3, 1, 15, -24.40, -3.19, 31.20,    2.76
114160, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114160, 2, 1, 9, -9.00,  0.75, 22.84,    2.78
114160, 3, 1, 15, -6.75, -4.40, 26.89,    1.56
114160, 3, 2, 15, -5.86, -1.29, 24.96,    3.74
114160, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114160, 2, 1, 15, -7.80,  0.70, 27.97,    2.79
114160, 3, 1, 15, -20.20,  6.69, 30.28,    2.60
114161, 1, 1, 15, -27.10,  0.63, 26.89,    2.80
114161, 2, 1, 15, -9.22,  0.86, 34.45,    2.76
114161, 3, 1, 15, -21.95,  8.43, 31.55,    2.58
125126, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125126, 2, 1, 9, -19.58,  6.39, 20.87,    2.78
125126, 3, 1, 15, -5.86, -1.29, 24.96,    1.82
125126, 3, 2, 15, -5.87, -15.66, 35.89,    1.78
125126, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125126, 2, 1, 15, -17.35, -0.14, 27.95,    2.81
125126, 3, 1, 15, -20.29,  1.11, 47.02,    2.72
125142, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125142, 2, 1, 15, -17.88, 23.00, 32.33,    2.77
125142, 3, 1, 15, -17.60, -2.73, 31.51,    2.79
125143, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125143, 2, 1, 9, -26.35, -8.03, 16.04,    2.74
125143, 3, 1, 9, -7.08,  0.32, 28.66,    1.33
125143, 3, 2, 9, -20.13, -3.83, 13.54,    1.53
125143, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125143, 2, 1, 15, -24.09,  9.52, 26.22,    2.80
125143, 3, 1, 15, -23.22, 22.03, 31.67,    2.74
125148, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125148, 2, 1, 9, -18.72,  1.78, 21.46,    2.81
125148, 3, 1, 15, -13.22, -3.04, 12.29,    0.66
125148, 3, 2, 15, -22.56,  0.75, 15.70,    1.83
125148, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125148, 2, 1, 15, -17.66,  0.01, 24.40,    2.79
125148, 3, 1, 15, -17.04, -2.22, 29.10,    2.78
125149, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125149, 2, 1, 15, -17.98, -1.31, 28.86,    2.77
125149, 3, 1, 15, -17.75,  1.06, 30.76,    2.78
125150, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125150, 2, 1, 15, -19.27, -0.11, 34.00,    2.79
125150, 3, 1, 15, -18.02,  1.95, 32.62,    2.78
125160, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125160, 2, 1, 9, -8.97,  0.74, 22.85,    2.78
125160, 3, 1, 15, -6.07,  0.80, 25.25,    4.78
125160, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125160, 2, 1, 15, -8.55, -0.32, 35.19,    2.81
125160, 3, 1, 15, -13.82,  0.05, 30.70,    2.73
125161, 1, 1, 15, -16.97, -4.27, 31.61,    2.77
125161, 2, 1, 15, -9.01,  0.85, 34.31,    2.76
125161, 3, 1, 15, -15.84, -3.32, 33.39,    2.69
126126, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126126, 2, 1, 15, -17.35, -0.17, 27.95,    2.81
126126, 3, 1, 9, -20.06, -2.24, 20.25,    1.31
126126, 3, 2, 15, -13.85,  1.15, 31.03,    1.57
126142, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126142, 2, 1, 15, -17.88, 23.00, 32.33,    2.77
126142, 3, 1, 15, -6.13, -1.75, 34.35,    4.77
126143, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126143, 2, 1, 9, -27.41,  0.86, 22.48,    2.80
126143, 3, 1, 9, -22.48,  1.18, 17.93,    2.76
126143, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126143, 2, 1, 15, -25.42,  5.48, 26.76,    2.81
126143, 3, 1, 15, -6.26, -1.62, 32.54,    4.94
126148, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126148, 2, 1, 9, -18.72,  1.78, 21.46,    2.81
126148, 3, 1, 9, -19.36,  9.80, 21.29,    2.78
126148, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126148, 2, 1, 15, -17.53,  0.49, 24.30,    2.79
126148, 3, 1, 15, -41.51,  1.18, 24.75,    0.55
126148, 3, 2, 15, -8.58, -2.18, 25.41,    2.34
126149, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126149, 2, 1, 15, -17.75,  0.43, 29.88,    2.77
126149, 3, 1, 15, -5.12,  2.91, 33.31,   -2.58
126149, 3, 2, 15, -6.42,  0.08, 25.10,    7.47
126150, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126150, 2, 1, 15, -18.44,  0.56, 34.25,    2.78
126150, 3, 1, 15, -10.58, -3.89, 23.32,    1.69
126150, 3, 2, 15, -5.97,  0.54, 32.63,    3.73
126160, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126160, 2, 1, 9, -8.97,  0.73, 22.84,    2.78
126160, 3, 1, 9, -14.84,  0.33, 20.97,    2.69
126160, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126160, 2, 1, 15, -7.47,  0.61, 28.27,    2.85
126160, 3, 1, 9, -23.91, -0.47, 20.58,    1.22
126160, 3, 2, 9, -1.56,  0.38, 32.86,    1.87
126161, 1, 1, 9, -19.58,  6.32, 20.87,    2.78
126161, 2, 1, 15, -9.01,  0.85, 34.33,    2.76
126161, 3, 1, 15, -6.72,  1.06, 26.25,    4.97
126142, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126142, 2, 1, 15, -17.87, 23.02, 32.31,    2.77
126142, 3, 1, 15, -17.11,  1.70, 29.76,    2.80
126143, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126143, 2, 1, 9, -26.10, -1.51, 11.18,    2.77
126143, 3, 1, 9, -5.66, -2.11, 25.03,    2.32
126143, 3, 2, 9, -5.96,  0.71, 23.19,    3.74
126143, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126143, 2, 1, 15, -26.39, -11.47, 26.02,    2.80
126143, 3, 1, 15, -21.47, -0.47, 29.59,    2.78
126148, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126148, 2, 1, 9, -18.71,  1.81, 21.46,    2.81
126148, 3, 1, 15, -6.60,  4.26, 19.82,    1.63
126148, 3, 2, 15, -6.22, -0.92, 32.88,    3.74
126148, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126148, 2, 1, 15, -17.51,  0.43, 24.32,    2.79
126148, 3, 1, 15, -17.24, -1.00, 27.42,    2.79
126149, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126149, 2, 1, 15, -17.80,  0.32, 29.88,    2.78
126149, 3, 1, 15, -17.36, -0.44, 28.64,    2.77
126150, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126150, 2, 1, 15, -19.30,  0.15, 33.91,    2.81
126150, 3, 1, 15, -17.89,  0.19, 30.60,    2.78
126160, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126160, 2, 1, 9, -8.99,  0.73, 22.83,    2.78
126160, 3, 1, 15, -7.01,  0.69, 28.90,    4.92
126160, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126160, 2, 1, 15, -8.55, -0.33, 35.19,    2.81
126160, 3, 1, 15, -13.46,  0.27, 29.41,    2.72
126161, 1, 1, 15, -17.35, -0.19, 27.94,    2.81
126161, 2, 1, 15, -9.22,  0.85, 34.42,    2.76
126161, 3, 1, 15, -13.80,  0.14, 32.00,    2.72
142143, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142143, 2, 1, 9, -26.04, -1.46, 11.20,    2.77
142143, 3, 1, 9, -3.60, -0.78, 17.70,   -1.34
142143, 3, 2, 9, -6.02, -0.07, 25.61,    7.47
142143, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142143, 2, 1, 15, -24.09,  9.52, 26.22,    2.80
142143, 3, 1, 15, -22.97,  8.42, 31.97,    2.77
142148, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142148, 2, 1, 9, -18.72,  1.76, 21.46,    2.81
142148, 3, 1, 15, -7.02, -0.49, 26.13,    5.09
142148, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142148, 2, 1, 15, -17.66,  0.01, 24.40,    2.79
142148, 3, 1, 15, -17.93, -0.75, 29.28,    2.82
142149, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142149, 2, 1, 15, -17.98, -1.31, 28.86,    2.77
142149, 3, 1, 15, -17.46,  2.74, 30.34,    2.77
142150, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142150, 2, 1, 15, -19.27, -0.11, 34.00,    2.79
142150, 3, 1, 15, -18.15, 23.51, 35.08,    2.77
142160, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142160, 2, 1, 9, -8.97,  0.74, 22.85,    2.78
142160, 3, 1, 15, -10.02, -4.27, 25.98,    1.62
142160, 3, 2, 15, -5.97,  0.61, 27.70,    3.74
142160, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142160, 2, 1, 15, -8.55, -0.32, 35.19,    2.81
142160, 3, 1, 15, -14.03,  0.15, 30.66,    2.72
142161, 1, 1, 15, -16.91, 11.30, 31.72,    2.84
142161, 2, 1, 15, -9.01,  0.85, 34.31,    2.76
142161, 3, 1, 15, -15.74,  2.85, 31.48,    2.69
143143, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143143, 2, 1, 15, -24.04,  9.60, 26.14,    2.80
143143, 3, 1, 15, -6.06, -0.26, 25.26,    5.11
143148, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143148, 2, 1, 9, -18.80,  1.56, 21.37,    2.79
143148, 3, 1, 9, -21.60,  1.01, 16.45,    2.74
143148, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143148, 2, 1, 15, -17.72, -0.15, 23.62,    2.79
143148, 3, 1, 9, -3.90, -0.87, 17.54,   -1.34
143148, 3, 2, 9, -6.01, -0.07, 25.57,    7.48
143149, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143149, 2, 1, 15, -17.87,  0.38, 29.96,    2.78
143149, 3, 1, 9, -42.43, -5.31, 31.40,    0.68
143149, 3, 2, 9, -6.11,  0.98, 29.18,    2.48
143150, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143150, 2, 1, 15, -19.26,  0.26, 33.88,    2.78
143150, 3, 1, 15, -6.41, -0.48, 25.29,    4.78
143160, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143160, 2, 1, 9, -9.00,  0.75, 22.86,    2.78
143160, 3, 1, 9, -19.90, 15.40, 14.61,    2.53
143160, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143160, 2, 1, 15, -7.17,  0.59, 28.32,    2.85
143160, 3, 1, 9, -3.78, -4.10, 25.73,   -1.41
143160, 3, 2, 9, -5.99, -0.36, 26.36,    7.47
143161, 1, 1, 9, -26.47, 19.15, 18.78,    2.78
143161, 2, 1, 15, -9.00,  0.85, 34.33,    2.76
143161, 3, 1, 9, -3.26, -3.79, 25.29,   -1.39
143161, 3, 2, 9, -5.99, -0.41, 26.85,    7.47
143148, 1, 1, 15, -24.75,  7.45, 26.80,    2.80
143148, 2, 1, 9, -18.69,  1.67, 21.45,    2.81
143148, 3, 1, 15, -8.74,  4.13, 24.30,    1.65
143148, 3, 2, 15, -5.99, -0.40, 32.96,    3.74
143148, 1, 1, 15, -24.75,  7.45, 26.80,    2.80
143148, 2, 1, 15, -17.51,  0.48, 24.27,    2.79
143148, 3, 1, 15, -23.19, -3.10, 31.82,    2.77
143149, 1, 1, 15, -24.75,  7.45, 26.80,    2.80
143149, 2, 1, 15, -17.87,  0.13, 29.79,    2.77
143149, 3, 1, 15, -22.73,  0.24, 33.49,    2.74
143150, 1, 1, 15, -24.75,  7.45, 26.80,    2.80
143150, 2, 1, 15, -19.27, -0.04, 33.95,    2.79
143150, 3, 1, 15, -23.72,  5.73, 32.02,    2.77
143160, 1, 1, 15, -24.75,  7.45, 26.80,    2.80
143160, 2, 1, 9, -8.98,  0.75, 22.85,    2.78
143160, 3, 1, 15, -6.47, -0.40, 25.89,    4.82
143160, 1, 1, 15, -24.75,  7.45, 26.80,    2.80
143160, 2, 1, 15, -7.88,  0.65, 28.25,    2.83
143160, 3, 1, 15, -22.16, -7.43, 25.04,    2.56
143161, 1, 1, 15, -24.75,  7.45, 26.80,    2.80
143161, 2, 1, 15, -9.23,  0.87, 34.45,    2.76
143161, 3, 1, 15, -20.75,  0.65, 34.64,    2.65
148148, 1, 1, 9, -18.72,  1.76, 21.46,    2.81
148148, 2, 1, 15, -17.52,  0.46, 24.30,    2.79
148148, 3, 1, 15, -14.15,  0.16, 27.10,    1.25
148148, 3, 2, 15, -14.84,  6.33, 23.43,    1.56
148149, 1, 1, 9, -18.72,  1.76, 21.46,    2.81
148149, 2, 1, 15, -18.25,  6.66, 29.08,    2.76
148149, 3, 1, 15, -64.10, -12.21, -6.72,    0.33
148149, 3, 2, 15, -8.04,  1.11, 29.72,    2.76
148150, 1, 1, 9, -18.72,  1.76, 21.46,    2.81
148150, 2, 1, 15, -19.30,  0.12, 33.93,    2.81
148150, 3, 1, 15, -8.06, -0.81, 26.29,    4.85
148160, 1, 1, 9, -18.72,  1.76, 21.46,    2.81
148160, 2, 1, 9, -8.99,  0.75, 22.85,    2.78
148160, 3, 1, 9, -17.91,  8.10, 22.88,    2.65
148160, 1, 1, 9, -18.72,  1.76, 21.46,    2.81
148160, 2, 1, 15, -8.20,  0.70, 28.14,    2.80
148160, 3, 1, 9, -3.80, -0.89, 17.50,   -1.35
148160, 3, 2, 9, -6.00, -0.06, 25.50,    7.47
148161, 1, 1, 9, -18.72,  1.76, 21.46,    2.81
148161, 2, 1, 15, -9.00,  0.85, 34.32,    2.76
148161, 3, 1, 15, -6.15,  0.64, 25.19,    4.76
148149, 1, 1, 15, -17.53,  0.48, 24.37,    2.79
148149, 2, 1, 15, -18.24,  6.49, 29.12,    2.76
148149, 3, 1, 15, -17.83, -0.34, 28.29,    2.79
148150, 1, 1, 15, -17.53,  0.48, 24.37,    2.79
148150, 2, 1, 15, -18.93, 13.47, 35.10,    2.78
148150, 3, 1, 15, -17.37,  2.44, 30.27,    2.78
148160, 1, 1, 15, -17.53,  0.48, 24.37,    2.79
148160, 2, 1, 9, -8.99,  0.74, 22.85,    2.78
148160, 3, 1, 15, -7.75, -0.14, 34.05,    4.95
148160, 1, 1, 15, -17.53,  0.48, 24.37,    2.79
148160, 2, 1, 15, -7.15,  0.60, 28.30,    2.85
148160, 3, 1, 15, -13.40,  0.24, 29.63,    2.73
148161, 1, 1, 15, -17.53,  0.48, 24.37,    2.79
148161, 2, 1, 15, -8.99,  0.85, 34.31,    2.76
148161, 3, 1, 15, -14.01,  0.44, 31.88,    2.72
149150, 1, 1, 15, -17.74,  0.42, 29.89,    2.77
149150, 2, 1, 15, -19.30,  0.12, 33.93,    2.81
149150, 3, 1, 15, -18.83,  5.44, 32.36,    2.77
149160, 1, 1, 15, -17.74,  0.42, 29.89,    2.77
149160, 2, 1, 9, -8.97,  0.73, 22.84,    2.78
149160, 3, 1, 15, -10.98, -4.08, 24.42,    1.58
149160, 3, 2, 15, -5.98,  0.44, 32.28,    3.74
149160, 1, 1, 15, -17.74,  0.42, 29.89,    2.77
149160, 2, 1, 15, -8.20,  0.70, 28.14,    2.80
149160, 3, 1, 15, -13.63,  0.11, 30.33,    2.73
149161, 1, 1, 15, -17.74,  0.42, 29.89,    2.77
149161, 2, 1, 15, -9.00,  0.85, 34.32,    2.76
149161, 3, 1, 15, -14.13,  0.13, 32.91,    2.70
150160, 1, 1, 15, -19.20,  9.12, 34.23,    2.77
150160, 2, 1, 9, -8.98,  0.75, 22.88,    2.78
150160, 3, 1, 15, -13.50,  1.01, 46.90,    0.60
150160, 3, 2, 15, -12.41,  0.10, 28.19,    2.40
150160, 1, 1, 15, -19.20,  9.12, 34.23,    2.77
