run, evt, int, seg, x, y, z, e
114142, 2, 1, 15, -17.97, 24.29, 32.67,    2.76
114142, 3, 1, 9, -13.73,  2.29, 19.53,    1.33
114142, 3, 2, 9, -18.62,  1.03, 24.39,    1.50
114143, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114143, 2, 1, 9, -26.47, 18.99, 18.80,    2.78
114143, 3, 1, 9, -26.77,  9.10, 17.80,    2.77
114143, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114143, 2, 1, 15, -23.89,  9.61, 26.13,    2.80
114143, 3, 1, 15, -39.43,  2.61, 65.06,    0.27
114143, 3, 2, 15, -18.31,  4.84, 23.51,    2.46
114148, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
114148, 3, 1, 9, -22.63,  0.93, 16.66,    2.77
114148, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
114148, 3, 1, 9, -5.81, -8.45, 16.47,    1.18
114148, 3, 2, 9, -23.85,  3.56, 26.99,    1.39
114149, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
114149, 3, 1, 9, -7.40, -5.31, 30.72,   -1.36
114149, 3, 2, 9, -6.01, -0.11, 27.36,    7.47
114150, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
114150, 3, 1, 15, -24.23,  0.72, 87.41,    0.41
114150, 3, 2, 15, -16.00, -4.26, 26.40,    2.65
114160, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
114160, 3, 1, 9, -20.30, 15.35, 14.96,    2.63
114160, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
114160, 3, 1, 9, -23.95,  0.03, 14.03,    1.33
114160, 3, 2, 9, -2.75,  0.45, 28.47,    1.75
114161, 1, 1, 9, -26.54, -7.66, 20.37,    2.83
114161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
114161, 3, 1, 9, -25.25,  7.73, 17.85,    1.61
114161, 3, 2, 9, -4.24,  0.28, 33.83,    1.48
114125, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114125, 2, 1, 15, -17.14, -7.41, 31.77,    2.77
114125, 3, 1, 15, -22.73,  1.44, 33.11,    2.76
114126, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114126, 2, 1, 9, -19.34, 14.34, 20.97,    2.78
114126, 3, 1, 15, -26.87,  3.43, 74.76,    0.33
114126, 3, 2, 15, -15.94, -2.25, 27.62,    2.69
114126, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114126, 2, 1, 15, -17.36, -0.08, 27.95,    2.81
114126, 3, 1, 15, -21.66,  0.68, 32.34,    2.77
114142, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114142, 2, 1, 15, -17.97, 24.29, 32.67,    2.76
114142, 3, 1, 15, -23.01, -4.23, 30.30,    2.78
114143, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114143, 2, 1, 9, -26.47, 18.99, 18.80,    2.78
114143, 3, 1, 15, -7.50,  0.88, 28.96,    4.95
114143, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114143, 2, 1, 15, -23.89,  9.61, 26.13,    2.80
114143, 3, 1, 15, -26.85,  0.40, 26.75,    2.81
114148, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
114148, 3, 1, 15, -599.28, 132.80, 5167.17,    0.01
114148, 3, 2, 15, -13.51,  0.26, 23.71,    2.71
114148, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
114148, 3, 1, 15, -22.33,  1.42, 30.84,    2.77
114149, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
114149, 3, 1, 15, -24.13, -0.03, 33.82,    2.75
114150, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
114150, 3, 1, 15, -23.38,  1.10, 33.53,    2.78
114160, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
114160, 3, 1, 15, -10.84, -4.31, 25.56,    1.62
114160, 3, 2, 15, -5.99,  0.23, 32.94,    3.74
114160, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
114160, 3, 1, 15, -17.76,  1.04, 32.66,    2.67
114161, 1, 1, 15, -27.10,  0.47, 26.79,    2.80
114161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
114161, 3, 1, 15, -23.63, -3.17, 32.06,    2.58
125126, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125126, 2, 1, 9, -19.34, 14.34, 20.97,    2.78
125126, 3, 1, 15, -7.42,  1.21, 33.93,    1.66
125126, 3, 2, 15, -9.62, -11.45, 29.67,    1.65
125126, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125126, 2, 1, 15, -17.36, -0.08, 27.95,    2.81
125126, 3, 1, 15, -18.07, -11.42, 29.55,    2.77
125142, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125142, 2, 1, 15, -17.97, 24.29, 32.67,    2.76
125142, 3, 1, 15, -17.59, -2.76, 31.53,    2.79
125143, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125143, 2, 1, 9, -26.47, 18.99, 18.80,    2.78
125143, 3, 1, 9, -1.41, -1.60, 30.28,   -2.38
125143, 3, 2, 9, -6.00, -0.06, 30.70,    7.47
125143, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125143, 2, 1, 15, -23.89,  9.61, 26.13,    2.80
125143, 3, 1, 15, -23.01,  1.25, 33.51,    2.78
125148, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
125148, 3, 1, 15, -5.90,  1.16, 25.83,    5.00
125148, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
125148, 3, 1, 15, -18.30, -4.32, 29.91,    2.77
125149, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
125149, 3, 1, 15, -19.51, -16.30, 30.54,    2.74
125150, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
125150, 3, 1, 15, -18.06,  1.92, 32.63,    2.79
125160, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
125160, 3, 1, 15,  0.92, -0.80, 15.40,   -2.48
125160, 3, 2, 15, -7.64, -0.31, 22.87,    5.29
125160, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
125160, 3, 1, 15, -13.73,  0.03, 30.71,    2.77
125161, 1, 1, 15, -17.14, -7.41, 31.77,    2.77
125161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
125161, 3, 1, 15, -14.22, -0.17, 32.91,    2.71
126126, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126126, 2, 1, 15, -17.36, -0.08, 27.95,    2.81
126126, 3, 1, 9, -20.47,  0.57, 20.47,    1.31
126126, 3, 2, 15, -15.03,  0.03, 30.08,    1.57
126142, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126142, 2, 1, 15, -17.97, 24.29, 32.67,    2.76
126142, 3, 1, 15, -6.13, -1.76, 34.36,    4.76
126143, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126143, 2, 1, 9, -26.47, 18.99, 18.80,    2.78
126143, 3, 1, 9, -22.67, 33.59, 19.97,    2.76
126143, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126143, 2, 1, 15, -23.89,  9.61, 26.13,    2.80
126143, 3, 1, 15, -15.40, -0.09, 50.79,    0.74
126143, 3, 2, 15, -20.16,  0.83, 24.22,    2.24
126148, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
126148, 3, 1, 9, -19.40, 10.71, 21.50,    2.78
126148, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
126148, 3, 1, 15, -7.84,  0.69, 26.17,    4.80
126149, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
126149, 3, 1, 15, -103.23, 14.95, -45.77,    0.20
126149, 3, 2, 15, -8.28, -0.70, 29.30,    2.76
126150, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
126150, 3, 1, 15, -8.12,  4.35, 24.96,    1.69
126150, 3, 2, 15, -5.90, -1.09, 28.86,    3.73
126160, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
126160, 3, 1, 9, -14.14,  0.38, 20.93,    2.72
126160, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
126160, 3, 1, 9, -3.82, -0.89, 17.53,   -1.35
126160, 3, 2, 9, -6.00, -0.07, 25.50,    7.47
126161, 1, 1, 9, -19.34, 14.34, 20.97,    2.78
126161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
126161, 3, 1, 15, -4.54, -0.59, 17.28,   -2.17
126161, 3, 2, 15, -9.43,  0.13, 22.89,    5.21
126142, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126142, 2, 1, 15, -17.97, 24.29, 32.67,    2.76
126142, 3, 1, 15, -17.13,  2.24, 29.49,    2.80
126143, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126143, 2, 1, 9, -26.47, 18.99, 18.80,    2.78
126143, 3, 1, 9, -21.33, -7.44, 19.40,    1.47
126143, 3, 2, 9, -5.12, -1.86, 25.90,    1.45
126143, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126143, 2, 1, 15, -23.89,  9.61, 26.13,    2.80
126143, 3, 1, 15, -22.27,  6.77, 29.31,    2.79
126148, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
126148, 3, 1, 15, -6.59,  4.26, 19.82,    1.63
126148, 3, 2, 15, -6.22, -0.92, 32.88,    3.74
126148, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
126148, 3, 1, 15, -17.12, -1.07, 27.62,    2.79
126149, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
126149, 3, 1, 15, -17.43,  0.69, 28.77,    2.78
126150, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
126150, 3, 1, 15, -17.61,  1.40, 30.54,    2.78
126160, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
126160, 3, 1, 15, -15.55, -2.65, 98.05,    0.30
126160, 3, 2, 15, -13.23,  0.21, 24.85,    2.76
126160, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
126160, 3, 1, 15, -13.08,  1.42, 28.48,    2.72
126161, 1, 1, 15, -17.36, -0.08, 27.95,    2.81
126161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
126161, 3, 1, 15, -13.91, -0.09, 31.80,    2.72
142143, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142143, 2, 1, 9, -26.47, 18.99, 18.80,    2.78
142143, 3, 1, 9, -9.94, -0.60, 22.55,    1.33
142143, 3, 2, 9, -24.53, -5.54, 11.07,    1.54
142143, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142143, 2, 1, 15, -23.89,  9.61, 26.13,    2.80
142143, 3, 1, 15, -22.99,  1.17, 32.83,    2.77
142148, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
142148, 3, 1, 15, -7.02, -0.50, 26.13,    5.09
142148, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
142148, 3, 1, 15, -17.94, -0.79, 29.23,    2.82
142149, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
142149, 3, 1, 15, -17.47,  2.72, 30.38,    2.77
142150, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
142150, 3, 1, 15, -17.80,  4.29, 32.89,    2.81
142160, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
142160, 3, 1, 15, -19.84, -0.79, 81.19,    0.41
142160, 3, 2, 15, -12.86,  0.59, 24.71,    2.64
142160, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
142160, 3, 1, 15, -14.00,  0.18, 30.46,    2.72
142161, 1, 1, 15, -17.97, 24.29, 32.67,    2.76
142161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
142161, 3, 1, 15, -15.05,  0.76, 33.25,    2.69
143143, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143143, 2, 1, 15, -23.89,  9.61, 26.13,    2.80
143143, 3, 1, 15, -6.06,  0.81, 36.03,    4.99
143148, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
143148, 3, 1, 9, -21.82,  1.30, 17.55,    2.78
143148, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
143148, 3, 1, 9, -2.76, -3.45, 16.14,   -1.38
143148, 3, 2, 9, -6.00, -0.08, 25.61,    7.48
143149, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
143149, 3, 1, 9, -19.52, -3.85, 26.26,    1.60
143149, 3, 2, 9, -11.26, -0.30, 33.22,    1.24
143150, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
143150, 3, 1, 15, -5.75,  2.13, 14.13,   -2.65
143150, 3, 2, 15, -7.79,  0.14, 24.49,    7.47
143160, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
143160, 3, 1, 9, -20.01, 11.89, 13.76,    2.60
143160, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
143160, 3, 1, 9, -21.29, -4.88, 14.98,    1.38
143160, 3, 2, 9, -1.37,  0.68, 25.73,    1.77
143161, 1, 1, 9, -26.47, 18.99, 18.80,    2.78
143161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
143161, 3, 1, 9, -13.85,  2.74, 24.06,    1.49
143161, 3, 2, 9, -0.85, -1.61, 26.75,    1.86
143148, 1, 1, 15, -23.89,  9.61, 26.13,    2.80
143148, 2, 1, 9, -19.34, 11.10, 21.84,    2.78
143148, 3, 1, 15, -6.02, -0.30, 24.58,    5.09
143148, 1, 1, 15, -23.89,  9.61, 26.13,    2.80
143148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
143148, 3, 1, 15, -22.67, -1.11, 28.93,    2.77
143149, 1, 1, 15, -23.89,  9.61, 26.13,    2.80
143149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
143149, 3, 1, 15, -21.92,  8.41, 31.19,    2.78
143150, 1, 1, 15, -23.89,  9.61, 26.13,    2.80
143150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
143150, 3, 1, 15, -22.90,  0.46, 31.95,    2.79
143160, 1, 1, 15, -23.89,  9.61, 26.13,    2.80
143160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
143160, 3, 1, 15, -6.48, -0.63, 25.33,    4.84
143160, 1, 1, 15, -23.89,  9.61, 26.13,    2.80
143160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
143160, 3, 1, 15, -20.93,  8.66, 28.31,    2.63
143161, 1, 1, 15, -23.89,  9.61, 26.13,    2.80
143161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
143161, 3, 1, 15, -19.22,  0.70, 34.46,    2.70
148148, 1, 1, 9, -19.34, 11.10, 21.84,    2.78
148148, 2, 1, 15, -17.68, -0.90, 27.21,    2.79
148148, 3, 1, 15, -3.88, -1.24, 23.16,    1.54
148148, 3, 2, 15, -17.98,  2.92, 27.14,    1.73
148149, 1, 1, 9, -19.34, 11.10, 21.84,    2.78
148149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
148149, 3, 1, 15, 596.24, 610.03, 64.85,   -0.01
148149, 3, 2, 15, -16.68,  1.88, 26.50,    2.71
148150, 1, 1, 9, -19.34, 11.10, 21.84,    2.78
148150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
148150, 3, 1, 15, -10.49, -0.80, 32.23,    1.40
148150, 3, 2, 15, -21.79,  3.32, 25.33,    1.58
148160, 1, 1, 9, -19.34, 11.10, 21.84,    2.78
148160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
148160, 3, 1, 9, -15.42,  0.44, 20.82,    2.67
148160, 1, 1, 9, -19.34, 11.10, 21.84,    2.78
148160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
148160, 3, 1, 9, -3.80, -0.89, 17.50,   -1.35
148160, 3, 2, 9, -6.00, -0.06, 25.50,    7.47
148161, 1, 1, 9, -19.34, 11.10, 21.84,    2.78
148161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
148161, 3, 1, 15, -6.62,  1.09, 26.30,    4.97
148149, 1, 1, 15, -17.68, -0.90, 27.21,    2.79
148149, 2, 1, 15, -17.89,  0.41, 29.97,    2.78
148149, 3, 1, 15, -17.84, -0.31, 28.33,    2.79
148150, 1, 1, 15, -17.68, -0.90, 27.21,    2.79
148150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
148150, 3, 1, 15, -17.34,  2.54, 30.23,    2.78
148160, 1, 1, 15, -17.68, -0.90, 27.21,    2.79
148160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
148160, 3, 1, 15, -7.77, -0.15, 34.06,    4.94
148160, 1, 1, 15, -17.68, -0.90, 27.21,    2.79
148160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
148160, 3, 1, 15, -13.56, -0.05, 29.85,    2.74
148161, 1, 1, 15, -17.68, -0.90, 27.21,    2.79
148161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
148161, 3, 1, 15, -14.07,  0.55, 31.80,    2.71
149150, 1, 1, 15, -17.89,  0.41, 29.97,    2.78
149150, 2, 1, 15, -19.26, -0.36, 34.15,    2.78
149150, 3, 1, 15, -18.14,  1.30, 32.06,    2.80
149160, 1, 1, 15, -17.89,  0.41, 29.97,    2.78
149160, 2, 1, 9, -9.00,  0.71, 22.82,    2.78
149160, 3, 1, 15, -6.77, -0.59, 25.29,    4.85
149160, 1, 1, 15, -17.89,  0.41, 29.97,    2.78
149160, 2, 1, 15, -8.26,  0.74, 27.98,    2.77
149160, 3, 1, 15, -13.81,  0.04, 30.14,    2.72
149161, 1, 1, 15, -17.89,  0.41, 29.97,    2.78
149161, 2, 1, 15, -9.01,  0.84, 34.30,    2.76
149161, 3, 1, 15, -15.94,  1.54, 31.98,    2.68
